-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0
-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0
-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0
-2	101	0	-2	101	0	-2	101	0	-2	101	32	-2	101	36	-2	101	100	-2	101	68	-2	101	64	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0
-2	101	0	-2	101	0	-2	101	0	-2	101	34	0	0	6	0	0	6	0	0	6	-2	101	72	-2	101	32	-2	101	36	-2	101	100	-2	101	100	-2	101	100	-2	101	100	-2	101	100	-2	101	100	-2	101	100	-2	101	100	-2	101	100	-2	101	100	-2	101	100	-2	101	68	-2	101	64	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0
-2	101	0	-2	101	0	-2	101	0	-2	101	50	0	0	6	0	0	6	0	0	6	-2	101	-56	-2	101	34	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	101	72	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0
-2	101	0	-2	101	0	-2	101	0	-2	101	18	0	0	6	0	0	6	0	0	6	-2	101	-120	-2	101	50	0	0	6	0	0	6	-2	101	-39	-2	101	-77	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	101	-39	-2	101	-77	0	0	6	-2	101	-56	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0
-2	101	0	-2	101	0	-2	101	0	-2	101	16	-2	101	51	0	0	6	-2	101	-55	-2	101	-128	-2	101	50	0	0	6	0	0	6	-2	101	-20	-2	101	118	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	101	-20	-2	101	118	0	0	6	-2	101	-56	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0
-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	50	0	0	6	-2	101	-20	-2	101	100	-2	101	118	0	0	6	0	0	6	0	0	6	0	0	7	0	0	7	0	0	7	0	0	7	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	-2	101	-20	-2	101	100	-2	101	68	-2	101	64	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0
-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	18	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	7	0	0	7	0	0	7	0	0	7	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	7	0	0	7	4	1	1	-2	101	8	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0	-2	101	0
